{ Id = 1, UserId = 29, FirstName = rew, LastName = wer, ActionType = LoginFailed, DateTime = 02/09/2022 16:35:34 }
{ Id = 220, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = StartUp, DateTime = 15/09/2022 05:09:15 }

{ Id = 221, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Logoff, DateTime = 15/09/2022 05:09:43 }

{ Id = 222, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 15/09/2022 05:09:43 }

{ Id = 223, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:24:55 }

{ Id = 224, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Login, DateTime = 15/09/2022 05:24:55 }

{ Id = 225, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = StartUp, DateTime = 15/09/2022 05:24:55 }

{ Id = 226, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 15/09/2022 05:25:27 }

{ Id = 227, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:34:11 }

{ Id = 228, UserId = 43, FirstName = Leonard, LastName = Ibiza, ActionType = Login, DateTime = 15/09/2022 05:34:12 }

{ Id = 229, UserId = 43, FirstName = Leonard, LastName = Ibiza, ActionType = StartUp, DateTime = 15/09/2022 05:34:12 }

{ Id = 230, UserId = 43, FirstName = Leonard, LastName = Ibiza, ActionType = Logoff, DateTime = 15/09/2022 05:34:22 }

{ Id = 231, UserId = 43, FirstName = Leonard, LastName = Ibiza, ActionType = Exit, DateTime = 15/09/2022 05:34:23 }

{ Id = 232, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:35:44 }

{ Id = 233, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:36:09 }

{ Id = 234, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:36:33 }

{ Id = 235, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:37:07 }

{ Id = 236, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:41:04 }

{ Id = 237, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:41:33 }

{ Id = 238, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:48:06 }

{ Id = 239, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:48:41 }

{ Id = 240, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Login, DateTime = 15/09/2022 05:48:41 }

{ Id = 241, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = StartUp, DateTime = 15/09/2022 05:48:41 }

{ Id = 242, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 15/09/2022 05:48:46 }

{ Id = 243, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:49:10 }

{ Id = 244, UserId = 45, FirstName = Berko, LastName = Witch, ActionType = StartUp, DateTime = 15/09/2022 05:49:10 }

{ Id = 245, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:49:11 }

{ Id = 246, UserId = 45, FirstName = Berko, LastName = Witch, ActionType = StartUp, DateTime = 15/09/2022 05:53:35 }

{ Id = 247, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:53:39 }

{ Id = 248, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Login, DateTime = 15/09/2022 05:53:40 }

{ Id = 249, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = StartUp, DateTime = 15/09/2022 05:53:40 }

{ Id = 250, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 15/09/2022 05:53:43 }

{ Id = 251, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 05:54:33 }

{ Id = 252, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 05:54:37 }

{ Id = 253, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 06:19:49 }

{ Id = 254, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 06:19:55 }

{ Id = 255, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 06:29:57 }

{ Id = 256, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 06:29:59 }

{ Id = 257, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 07:07:32 }

{ Id = 258, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 07:07:34 }

{ Id = 259, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 07:33:25 }

{ Id = 260, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 07:33:34 }

{ Id = 261, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 07:41:48 }

{ Id = 262, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 15/09/2022 07:42:33 }

{ Id = 263, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 07:42:33 }

{ Id = 264, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 15/09/2022 08:04:12 }

{ Id = 265, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:04:12 }

{ Id = 266, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 08:04:13 }

{ Id = 267, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:04:23 }

{ Id = 268, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 08:04:33 }

{ Id = 269, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:04:49 }

{ Id = 270, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 08:04:54 }

{ Id = 271, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:05:19 }

{ Id = 272, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 15/09/2022 08:05:34 }

{ Id = 273, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:05:35 }

{ Id = 274, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 15/09/2022 08:06:45 }

{ Id = 275, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:06:45 }

{ Id = 276, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 08:06:48 }

{ Id = 277, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:06:54 }

{ Id = 278, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 15/09/2022 08:07:08 }

{ Id = 279, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:07:08 }

{ Id = 280, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 08:07:09 }

{ Id = 281, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:16:03 }

{ Id = 282, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 15/09/2022 08:18:28 }

{ Id = 283, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:18:28 }

{ Id = 284, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 15/09/2022 08:19:36 }

{ Id = 285, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:19:36 }

{ Id = 286, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 15/09/2022 08:20:57 }

{ Id = 287, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:20:57 }

{ Id = 288, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 08:21:17 }

{ Id = 289, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 08:22:13 }

{ Id = 290, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 08:25:48 }

{ Id = 291, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 15:42:49 }

{ Id = 292, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 15:42:51 }

{ Id = 293, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 15:43:42 }

{ Id = 294, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 15:44:16 }

{ Id = 295, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 15/09/2022 15:44:28 }

{ Id = 296, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 15/09/2022 15:46:47 }

{ Id = 297, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:34:52 }

{ Id = 298, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 17:35:23 }

{ Id = 299, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:38:58 }

{ Id = 300, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 17:38:59 }

{ Id = 301, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:39:08 }

{ Id = 302, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 17:39:26 }

{ Id = 303, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:47:28 }

{ Id = 304, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 17:47:52 }

{ Id = 305, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:48:28 }

{ Id = 306, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 17:49:29 }

{ Id = 307, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:51:25 }

{ Id = 308, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 17:51:36 }

{ Id = 309, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:51:50 }

{ Id = 310, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 17:51:58 }

{ Id = 311, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:52:39 }

{ Id = 312, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 17:53:09 }

{ Id = 313, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:53:51 }

{ Id = 314, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 17:54:05 }

{ Id = 315, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:55:51 }

{ Id = 316, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 17:56:16 }

{ Id = 317, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:56:16 }

{ Id = 318, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 17:59:59 }

{ Id = 319, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 17:59:59 }

{ Id = 320, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:01:14 }

{ Id = 321, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:01:14 }

{ Id = 322, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:01:24 }

{ Id = 323, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:01:39 }

{ Id = 324, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:01:44 }

{ Id = 325, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:01:51 }

{ Id = 326, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:02:03 }

{ Id = 327, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:04:36 }

{ Id = 328, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:04:43 }

{ Id = 329, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:04:57 }

{ Id = 330, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:05:46 }

{ Id = 331, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:05:52 }

{ Id = 332, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:06:03 }

{ Id = 333, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:07:46 }

{ Id = 334, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:08:06 }

{ Id = 335, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:08:20 }

{ Id = 336, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:08:37 }

{ Id = 337, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:09:14 }

{ Id = 338, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:09:32 }

{ Id = 339, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:09:53 }

{ Id = 340, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:10:09 }

{ Id = 341, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:36:59 }

{ Id = 342, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:37:08 }

{ Id = 343, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:37:27 }

{ Id = 344, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:37:31 }

{ Id = 345, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:38:06 }

{ Id = 346, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:38:10 }

{ Id = 347, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:38:31 }

{ Id = 348, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:38:46 }

{ Id = 349, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:39:07 }

{ Id = 350, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:39:34 }

{ Id = 351, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:39:46 }

{ Id = 352, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:39:51 }

{ Id = 353, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:40:06 }

{ Id = 354, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:40:22 }

{ Id = 355, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:42:18 }

{ Id = 356, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:42:38 }

{ Id = 357, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:42:39 }

{ Id = 358, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:43:06 }

{ Id = 359, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:43:07 }

{ Id = 360, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:44:46 }

{ Id = 361, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:44:46 }

{ Id = 362, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:45:37 }

{ Id = 363, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:45:37 }

{ Id = 364, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:46:11 }

{ Id = 365, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:48:17 }

{ Id = 366, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:49:15 }

{ Id = 367, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:49:16 }

{ Id = 368, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:50:11 }

{ Id = 369, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:50:11 }

{ Id = 370, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:50:27 }

{ Id = 371, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:50:27 }

{ Id = 372, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:51:44 }

{ Id = 373, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:51:45 }

{ Id = 374, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:52:15 }

{ Id = 375, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:52:16 }

{ Id = 376, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 18:53:02 }

{ Id = 377, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 18:53:03 }

{ Id = 378, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 18:53:41 }

{ Id = 379, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:12:08 }

{ Id = 380, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 19:12:19 }

{ Id = 381, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:14:21 }

{ Id = 382, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 19:14:22 }

{ Id = 383, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:14:29 }

{ Id = 385, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:17:03 }

{ Id = 386, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:17:03 }

{ Id = 387, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 19:17:07 }

{ Id = 388, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:17:35 }

{ Id = 389, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:17:56 }

{ Id = 390, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:17:56 }

{ Id = 391, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:18:57 }

{ Id = 392, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:18:57 }

{ Id = 393, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:19:13 }

{ Id = 394, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:19:13 }

{ Id = 395, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:21:07 }

{ Id = 396, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:21:07 }

{ Id = 397, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 19:21:08 }

{ Id = 398, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:21:14 }

{ Id = 399, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:24:38 }

{ Id = 400, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:24:38 }

{ Id = 401, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:27:07 }

{ Id = 402, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:27:08 }

{ Id = 403, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:27:41 }

{ Id = 404, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:27:41 }

{ Id = 405, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:28:07 }

{ Id = 406, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:28:08 }

{ Id = 407, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:32:40 }

{ Id = 408, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:32:40 }

{ Id = 409, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:33:02 }

{ Id = 410, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:33:02 }

{ Id = 411, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:33:20 }

{ Id = 412, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:33:20 }

{ Id = 413, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 19:33:21 }

{ Id = 414, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:34:42 }

{ Id = 415, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:35:06 }

{ Id = 416, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:35:07 }

{ Id = 417, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:45:53 }

{ Id = 418, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:45:53 }

{ Id = 419, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:46:09 }

{ Id = 420, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:46:09 }

{ Id = 421, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:46:48 }

{ Id = 422, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:46:48 }

{ Id = 423, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:48:33 }

{ Id = 424, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:48:33 }

{ Id = 425, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 19:50:27 }

{ Id = 426, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 19:50:27 }

{ Id = 427, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Exit, DateTime = 16/09/2022 19:50:45 }

{ Id = 428, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:00:39 }

{ Id = 429, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 20:00:51 }

{ Id = 430, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:04:20 }

{ Id = 431, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 20:04:29 }

{ Id = 432, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:04:53 }

{ Id = 433, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:05:52 }

